question_text,option_a,option_b,option_c,option_d,correct_index,section_name,year
"If ÷ means – , – means × , × means ÷ , + means ± , then what will come in place of the question mark (?) in the following equation? 18 – 2 + 48 × 4 + 21 = ?",1. 40,2. 45,3. 35,4. 30,1,General Intelligence and Reasoning,2023
"In a certain code language, 'FOUR' is coded as '5427' and 'RISE' is coded as '6143'. What is the code for 'R' in the given code language?",1. 3,2. 4,3. 6,4. 7,1,General Intelligence and Reasoning,2023
A is the son of S. D is the daughter of F. F is the father of G. G is the sister of A. A is married to Q. W is the son of A. How is S related to D?,1. Mother's mother,2. Sister,3. Mother,4. Father's sister,2,General Intelligence and Reasoning,2023
"In the following triads, each group of letters is related to the subsequent one following a certain logic. Select from the given options, the one which follows the same logic. COME - DCME - EOCM, NEAT - ENAT - TENA",1. HEAT - EHAT - EATH,2. GONE - OGNE - EONG,3. SANK - ASNK - KASN,4. DOST - DSO - TSOD,2,General Intelligence and Reasoning,2023
What should come in place of the question mark (?) in the given series based on the English alphabetical order? VEC WFD XGE YHF ?,1. ZVG,2. ZIG,3. ZWR,4. ZML,1,General Intelligence and Reasoning,2023
"Seven boxes A, B, C, D, E, F and G are kept one over the other but not necessarily in the same order. Only three boxes are kept between G and C. Two boxes are kept between C and A. Only D is kept immediately above B. C is kept at some place below G and at some place above E. How many boxes are kept between B and F?",1. 4,2. 1,3. 3,4. 2,0,General Intelligence and Reasoning,2023
"Seven people, D, E, F, G, H, I and X, are sitting in a row facing North. Only two people sit to the left of G. Only three people sit between G and H. Only one person sits between H and F. E sits to the immediate left of I. D is not an immediate neighbour of H. How many people sit to the right of X?",One,Two,Three,Four,0,General Intelligence and Reasoning,2024
Select the set in which the numbers are related in the same way as are the numbers of the following sets.,"(38, 12, 456)","(67, 5, 365)","(43, 6, 278)","(61, 4, 254)",0,General Intelligence and Reasoning,2024
"On 15 May 2025, the Supreme Court of India issued an immediate direction to the Centre to set up dedicated courts to deal with which cases?",Serious offenses like murder,Dowry harassment,Constitutional interpretations,Child sexual abuse,3,General Awareness,2024
"In the 2024 Global Innovation Index, which country was ranked as the most innovative?",United States,Singapore,Sweden,Switzerland,3,General Awareness,2024
"The Queen's Stepwell in Gujarat, known officially as Rani-ki-Vav, is situated along the course of which river?",Tapi,Narmada,Saraswati,Sabarmati,2,General Awareness,2024
A mixed economy involves both private and public ownership. What was a distinctive feature of India's mixed economy model?,Focus on consumerism,Absence of licensing,Full privatisation,Public sector dominance in core industries,3,General Awareness,2024
Which of the following types of cases is NOT generally taken up by Lok Adalats in India?,Murder trials,Motor accident claims,Utility bill disputes,Divorce settlements,0,General Awareness,2024
Tariff reforms were central to the liberalisation of trade. What happened to import tariffs after 1991?,It increased,It gradually reduced,It remained unchanged,It was replaced with import bans,1,General Awareness,2025
"Which of the following initiatives was launched by the National Commission for Women (NCW) on 22 May 2025 to promote AI literacy and digital safety among women, especially in rural and semi-urban areas?",Yashoda AI: Your AI SAKHI,Digital Shakti: Women in Tech,Cyber Sakhi: AI Awareness Program,Tech Sakhi: Empowering Women,0,General Awareness,2025
Which of the following statements about the Gram Sabha is correct?,It has authority to override the decisions of the Panchayat.,It meets only once every five years.,It comprises all adult voters in the Panchayat area; its role is defined by state law.,It consists only of elected members of the Gram Panchayat.,2,General Awareness,2025
"As per Deloitte, how much will AI in healthcare boost India's GDP by 2025?",USD 12-18 billion,USD 45-50 billion,USD 25-30 billion,USD 35-40 billion,2,General Awareness,2025
What was the name of stadium where India beat Bangladesh in South Asian Football Federation (SAFF) Under-19 Championship 2025?,"Jawaharlal Nehru Stadium, Delhi","Yuva Outdoor Stadium, Arunachal Pradesh","JRD Tata Sports Complex, Jamshedpur","Salt Lake Stadium, Kolkata",1,General Awareness,2025
"Which two countries signed a historic peace treaty on 13 March 2025, ending nearly four decades of conflict over the Nagorno-Karabakh region?",Armenia and Azerbaijan,Azerbaijan and Georgia,Armenia and Turkey,Georgia and Russia,0,General Awareness,2025
Which country hosted the 6th BIMSTEC Summit in March 2025?,Bangladesh,Thailand,Sri Lanka,India,1,General Awareness,2025
"After its 1971 electoral victory, Indira Gandhi's government amended the Constitution to remove legal obstacles to abolishing which of the following privileges?",Monopoly trade licenses,Privy purses of former princely rulers,Separate electorates for minorities,Zamindari system,1,General Awareness,2023
The typical landform seen in the Thar Desert is:,glacial moraines,river deltas,sand dunes,alluvial plains,2,General Awareness,2023
Who was called the 'Grand Old Man of India' and the first Indian to demand Swaraj?,Surendranath Banerjee,Dadabhai Naoroji,Bal Gangadhar Tilak,Gopal Krishna Gokhale,1,General Awareness,2023
"Which of the following types of memory is volatile, meaning its contents are lost when the computer is turned off?",Hard Disk,RAM,ROM,Pen Drive,1,General Awareness,2023
Netaji Subhash Chandra Bose Dweep is a part of which island?,Majuli Island,Rameswaram Island,Lakshadweep Islands,Andaman Islands,3,General Awareness,2023
"As per the 'India State of Forest Report 2023 (ISFR 2023), which Indian state has the largest forest cover (area-wise) in the country?",Madhya Pradesh,Chhattisgarh,Uttar Pradesh,Arunachal Pradesh,0,General Awareness,2023
"According to a Times of India report from April 2023, there have been plans to locally manufacture which tetravalent dengue vaccine under the 'Make-in-India' initiative?",TV003 / TV005,QDENGA (TAK-003),Dengvaxia,CYD-TDCV,1,General Awareness,2023
The Harappans were first in Eurasia to grow ____,Mustard Seeds,Cotton,Potato,Indigo,1,General Awareness,2023
What happens when you create a folder with the same name in the same location?,It replaces the old folder.,The system automatically renames it.,It opens the original folder.,It gives an error.,3,General Awareness,2023
What is the significance of DRDO's successful test of the Long-Range Anti-Ship Missile (LRASM) in 2023?,It was the first missile to use solar propulsion.,It marked India's first hypersonic missile test.,It replaced the need for aircraft carriers.,It enhances India's strategic deterrence capabilities.,3,General Awareness,2023
"If the temperature of air increases, what happens to the speed of sound and the minimum distance to hear an echo?","Speed decreases, minimum distance decreases.","Speed increases, minimum distance decreases.","Speed increases, minimum distance increases.","Speed decreases, minimum distance increases.",2,General Awareness,2023
Which of the following is the main objective of the Right to Information Act?,To ensure secrecy in public administration.,To promote transparency and accountability.,To provide private data to media houses.,To prevent public access to government records.,1,General Awareness,2023
Which of the following is a Buddhist text containing stories related to the previous births of the Buddha?,Manusmriti,Jatakas,Arthashastra,Panchatantra,1,General Awareness,2023
What is baking soda chemically known as?,Sodium carbonate,Sodium bicarbonate,Calcium carbonate,Magnesium hydroxide,1,General Awareness,2023
"Harsabardhan Sahu who built a new record in the field of 49 kg (Clean and Jerk) Weightlifting category, at Khelo India Youth Games 2023 is from which state?",Assam,Odisha,Mizoram,Bihar,1,General Awareness,2023
"Crafted using the lost-wax technique in Mohenjo-daro, a significant city of the Indus Valley Civilisation, the prehistoric Dancing Girl figurine is primarily made of which of the following materials?",Copper,Bronze,Terracotta,Stone,0,General Awareness,2023
Which of the following is a water pollutant?,Carbon dioxide,Oxygen,Nitrogen gas,Lead,3,General Awareness,2023
"Which country won both the Men’s and Women’s titles at the Kabaddi World Cup 2025, held at Wolverhampton in England?",Iran,Bangladesh,India,Pakistan,2,General Awareness,2023
The 25th Amendment curtailed the right to property by amending which Article of Indian Constitution?,Article 33,Article 12,Article 31,Article 13,2,General Awareness,2023
Which of the following best defines the strategy of Passive Resistance as advocated by Extremists?,Armed confrontation with colonial forces,Assassination of British officers,"Boycott, Swadeshi and non-cooperation with rulers",Military training of Indian youth abroad,2,General Awareness,2023
The first cross-country pipeline in Asia connected the Naharkatiya oilfield in Assam to which refinery?,Barauni Refinery,Panipat Refinery,Mathura Refinery,Haldia Refinery,0,General Awareness,2023
What was the mascot name of Khelo India Youth Games 2025 held in Bihar in May 2025?,Dou Dou,Gajsimha,Appu,Nini,1,General Awareness,2023
The vast network of railways that helped people meet their family and relatives was pioneered during the latter half of which of the following centuries in India?,18th,19th,20th,12th,1,General Awareness,2023
The primary sector saw uneven regional development during 1947-91. Which region benefitted the most from the Green Revolution?,Northern India,Eastern India,Southern India,Western India,0,General Awareness,2023
Which of the following options best describes the state of Indian industries under British rule?,Widespread industrialisation across rural India,Rapid growth of modern manufacturing,Systematic decline of traditional industries,Promotion of indigenous entrepreneurship,2,General Awareness,2023
Which of the following natural regions is known for evergreen dense forests and high biodiversity?,Mediterranean region,Steppe region,Tundra region,Equatorial region,3,General Awareness,2023
Which is the first Indian state/UT to launch the nPROUD (New Programme for Removal of Unused Drugs) project?,Delhi,Telangana,Maharashtra,Kerala,3,General Awareness,2023
What is the dimensional formula for mechanical energy that refers to the total energy of an object due to its position and motion?,[ML²],[MLT⁻²],[ML²T⁻²],[M²LT⁻¹],2,General Awareness,2023
"The marked price of an article is ₹800. It is sold at two successive discounts of 24% and 15%, respectively. Find the selling price of the article.",₹686.42,₹595.48,₹625.78,₹516.80,3,General Awareness,2023
