question_text,option_a,option_b,option_c,option_d,correct_index,section_name,year
Find the surface area of a sphere whose diameter is equal to 64 cm.,13994π cm²,4171π cm²,4044π cm²,4096π cm²,3,Mathematics,2023
"Pallavi bought a toy for ₹670, decorated it at a cost of ₹10 and sold the toy for ₹290. Find the loss or profit percentage.",985% profit,975% loss,975% profit,975% loss,1,Mathematics,2023
"M and N started a business. M invested ₹31,000 more than N for 2 months, while N invested for 7 months. M's share is ₹139 more than that of N, out of a total profit of ₹5,977. Find the capital contributed by M.","₹42,529","₹42,625","₹42,441","₹42,561",1,Mathematics,2023
"The average runs scored by a batsman in 23 matches is 43. In the next 10 matches, the batsman scored an average of 13 runs. Find his average runs scored (rounded off to two decimal places) in all the 33 matches.",34.91,35.91,32.91,33.91,3,Mathematics,2023
"Pipe A can fill a tank in 16 hours, pipe B can fill the same tank in 21 hours and pipe C can fill the same tank in 11 hours. The time taken by them to fill the same tank if they operate together is:",424/743 hours,1724/743 hours,2724/743 hours,5724/743 hours,0,Mathematics,2023
"Seven boxes A, B, C, D, K, L and O are kept one over the other but not necessarily in the same order. No box is kept above B. Only three boxes are kept between B and C. Only one box is kept between D and L. K is kept immediately above C. Only four boxes are kept between D and K. A is kept at the same place above O. Which box is kept second below A?",B,O,D,C,3,General Intelligence and Reasoning,2023
"In a certain code language, 'VAST' is coded as '7892' and 'SAVE' is coded as '8629'. What is the code for 'E' in the given code language?",1,6,2,8,1,General Intelligence and Reasoning,2023
What should come in place of the question mark (?) in the given series based on the English alphabetical order? QVO SRN ? WJL YFK,NHG,VML,MKL,UNM,3,General Intelligence and Reasoning,2023
125 people are standing in a row facing north. Mr. Into is 11th from the right end while Mr. Toni is 12th from the left end. How many people are there between Mr. Into and Mr. Toni?,102,101,103,104,2,Mathematics,2023
"What should come in place of the question mark (?) in the given series? 57, 63, 71, 81, 93, ?",170,105,107,154,2,Mathematics,2023
Farooq ranked 28th from the top and 35th from the bottom in his class. How many students are there in his class?,61,62,63,60,1,Mathematics,2023
"In the following triads, each group of letters is related to the subsequent one following a certain logic. Select from the given options, the one which follows the same logic. BCK – DFK – HJK – ?",HUNT – HNUT – TNUH,FROG – RFOG – ROGF,OILS – IOLS – SILO,BEAM – EBAM – BAME,3,Mathematics,2023
"UP 16 is related to TK 4 in a certain way. In the same way, YT 23 is related to XO 11. To which of the following is KG 13 related, following the same logic?",IA 1,JB 1,IB 3,JA 3,1,Mathematics,2023
"Seven people A, B, C, D, E, F and G are sitting in a row, facing north. No one except D sits on any four people sit between G and A. Only three people sit to the right of B. D sits to the immediate left of F. D is not an immediate neighbour of E. How many people sit to the right of C?",4,3,1,2,3,Mathematics,2023
"What will come in the place of the question mark (?) in the following equation, ‘+’ and ‘x’ are interchanged and ‘<’ and ‘>’ are interchanged? 13 – 5 + 5 x 5 + 13 x 13 – 9 x 3 + 3 – 108 = ?",90,110,129,134,3,Mathematics,2023
What should come in place of the question mark (?) in the given series? 12 21 38 79 160 ?,"1, 279","2, 297","3, 291","4, 219",1,Mathematics,2024
Refer to the following number and symbol series and answer the question that follows. Counting to be done from left to right only. (Left) 2 4 & # $ 4 7 6 6 & 1 * $ 2 @ 9 4 8 € $ 4 (Right) How many such numbers are there each of which is immediately preceded by a symbol and also immediately followed by a symbol?,"1, 2","2, 3","3, 1","4, 4",0,Mathematics,2024
"In a certain code language, A + B means 'A is the husband of B'; A ÷ B means 'A is the mother of B'; A × B means 'A is the daughter of B'; and A - B means 'A is the brother of B'. How is G related to P if 'G + I × L ÷ N - P'?",1. Father's brother,2. Mother's father,3. Brother,4. Mother's brother,2,Mathematics,2024
"In the following number-pairs, the second number is obtained by applying certain mathematical operation(s) to the first number. Select the number-pair in which the numbers are related in the same way as are the numbers of the following pairs. (NOTE: Operations should be performed on the whole numbers, without breaking down the numbers into their constituent digits. E.g., 13 - Operation on 13 such as adding, totaling, etc., or multiplying with 13 can be performed. Breaking 13 into 1 and 3 and then performing mathematical operations on 1 and 3 is not allowed.) 17, 153; 31, 279","1. 35, 326","2. 14, 122","3. 43, 387","4. 22, 216",2,Mathematics,2024
"L, M, N, O, Q, R and S are sitting around a circular table, facing the centre of the table. M sits fourth to the left of O. N is an immediate neighbour of O and R. S sits to the immediate left of R. Q is not an immediate neighbour of M. Who sits third to the right of L?",1. R,2. S,3. M,4. O,0,Mathematics,2024
"Read the given statements and conclusions carefully. You have to take the given statements to be true even if they seem to be at variance from commonly known facts. You have to decide which conclusion(s) logically follows/ from the given statements.

Statements:
Some wigs are roses.
All roses are bugs.

Conclusions:
(I): Some wigs are bugs.
(II): All bugs are roses.",Both conclusions (I) and (II) follow.,Only conclusion (I) follows.,Neither conclusion (I) nor (II) follows.,Only conclusion (II) follows.,1,Mathematics,2024
"Read the given statements and conclusions carefully. Assuming that the information given in the statements is true, even if it appears to be at variance with commonly known facts, decide which of the given conclusions logically follow(s) from the statements.

Statements:
Some cloth are handkerchief.
All towel are handkerchief.

Conclusion:
(I): Some cloth are towel.
(II): All handkerchief are towel.",Only conclusion (I) follows.,Neither conclusion (I) nor (II) follows.,Both conclusions (I) and (II) follow.,Only conclusion (II) follows.,1,Mathematics,2024
"This question is based on the five, three-digit numbers given below.
(Left) 284 517 639 741 425 (Right)

(Example, 637 = First digit = 6, second digit = 9 and third digit = 7)
(NOTE: All operations to be done from left to right.)

If all the numbers are arranged in descending order, the position(s) of how many numbers will remain unchanged as compared to that in the original number?",Three,Four,Two,None,3,Mathematics,2024
"What should come in place of the question mark (?) in the given series?

1 2 4 7 11 ?",16,18,15,17,0,Mathematics,2024
"If 1 is subtracted from each odd digit of the number 95423671, then what will be the sum of the digits that are repeated more than once in the new number formed?",10,6,12,8,2,Mathematics,2024
"Ram starts his journey from Point A. He then drives 4 km towards the west, turns left and drives 7 km. He then turns right and drives 5 km, again turns left and drives for 3 km. After that he turns left and drives for 12 km. He takes a final left turn, drives for 10 km and stops. How far (shortest distance) and in which direction should he drive in order to reach Point A again? (All turns are 90-degree turns only unless specified.)",3 km towards the north,5 km towards the east,8 km towards the south,3 km towards the west,3,Mathematics,2024
"In the following triad, each group of letters is related to the subsequent one following a certain logic. Select from the given options, the one which follows the same logic.",DOSE - ODSE - EOSD,BORN - NBRO - BNOR,PAGE - EPAG - AGEP,PAWN - NPWA - PANW,1,Mathematics,2024
"Based on the English alphabetical order, three of the following four letter-cluster pairs are alike in a certain way and thus form a group. Which letter-cluster pair DOES NOT belong to that group? (Note: The odd one out is not based on the number of consonants/vowels or their position in the letter-cluster)",GB-EJ,LG-JN,OJ-MQ,JE-HL,0,Mathematics,2024
Which of the following letter-number clusters will replace the question mark (?) in the given series to make it logically complete? LXU - 2 OTT 4 RPS - 8 ? XHQ - 32,FHT 15,ULR 16,PHR 13,VXL 19,1,Mathematics,2024
Each of the digits in the number 3875269 is arranged in the ascending order from left to right. The position(s) of how many digits will remain unchanged as compared to that in the original number?,One,None,Two,Three,0,Mathematics,2024
"Oddit starts from Point A and drives 4 km towards East. He then takes a left turn, drives 3 km, turns left and drives 8 km. He then takes a left turn and drives 7 km. He takes a final left turn, drives 7 km and stops at Point P. How far (shortest distance) and towards which direction should he drive in order to reach Point A again? (All turns are 90° turns only unless specified.)",6 km to the West,5 km to the North,7 km to the West,4 km to the North,3,Mathematics,2024
"Based on the English alphabetical order, three of the following four letter-clusters are alike in a certain way and thus form a group. Which letter-cluster DOES NOT belong to that group? (Note: The odd one out is not based on the number of consonants/vowels or their position in the letter-cluster.)",XTQ,JEA,FBY,RNK,1,Mathematics,2024
"If ÷ means –, – means ×, × means ÷ and = means +, then what will come in place of the question mark (?) in the following equation? 20 ÷ 55 × 5 + 7 – 4 = ?",13,3,17,8,1,Mathematics,2024
"In a certain code language, 'WAVE' is coded as '3257' and 'VOLT' is coded as '1346'. What is the code for 'V' in the given code language?",7,3,5,1,0,Mathematics,2024
"Based on the English alphabetical order, three of the following four letter-clusters are alike in a certain way and thus form a group. Which letter-cluster DOES NOT belong to that group? (Note: The odd one out is not based on the number of consonants/vowels or their position in the letter-cluster.)",KNZ,OQK,TVP,LNH,0,Mathematics,2024
"Which region in France is home to the massive white hydrogen reserve discovered in 2025, which is a game-changer for clean energy?",Normandy,Provence,Brittany,Moselle,3,General Awareness,2024
The Department of Financial Services (DFS) notified amalgamation of 26 Regional Rural Banks (RRBs) on the principles of 'One State One RRB' in which phase of amalgamation of RRBs in 2025?,Fourth,Third,Second,Fifth,0,General Awareness,2024
"Employees' Provident Fund Organisation (EPFO) India, which added more than 7.5 lac new subscribers in the month of March 2025, comes under which ministry of Government of India?",Ministry of Statistics and Programme Implementation,Ministry of Finance,"Ministry of Personnel, Public Grievances and Pensions",Ministry of Labour and Employment,3,General Awareness,2024
"The southern stretch of the Western Coast of India, sandwiched between the Western Ghats and the Arabian Sea, is referred to as the __________",Malabar Coast,Kannad Plain,Konkan,Kathiawar Peninsula,0,General Awareness,2024
"As of 2024, who among the following holds the national record in women's weightlifting (49 kg category) in India?",Sanjita Chanu,Saikhom Mirabai Chanu,Punam Yadav,Karnam Malleswari,1,General Awareness,2024
"If an RTI applicant is aggrieved by the Public Information Officer's decision (or lack of response), within how many days must the first appeal be filed under Section 19 of the RTI Act?",90 days,15 days,60 days,30 days,3,General Awareness,2024
